subset_settings,BytedTsinghua-SIA/DAPO-Qwen-32B,Qwen/QwQ-32B,open-thoughts/OpenThinker-7B,openai/gpt-oss-20b-high,openai/gpt-oss-20b-low,openai/gpt-oss-20b-medium,Consistency Rate
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.0,0.41,0.35,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V2')",0.22,0.35,0.45499999999999996,0.0,0.38,0.0,0.175
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.22,0.35,0.45499999999999996,0.0,0.38,0.44,0.165
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.22,0.35,0.45499999999999996,0.0,0.38,0.43,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.0,0.38,0.22,0.175
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original')",0.22,0.35,0.45499999999999996,0.0,0.38,0.48,0.165
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.0,0.38,0.35,0.175
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.0,0.0,0.22,0.185
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original')",0.22,0.3499999999999999,0.455,0.47,0.49,0.48,0.16833333333333333
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Empty Thought')",0.22,0.3499999999999999,0.455,0.47,0.47,0.44,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Empty Thought', 'Empty Thought')",0.22,0.35,0.45499999999999996,0.47,0.45,0.44,0.155
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.22,0.35,0.45499999999999996,0.47,0.45,0.43,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.45,0.22,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Empty Thought', 'original')",0.22,0.35,0.45499999999999996,0.47,0.45,0.48,0.155
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.45,0.35,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought V1')",0.22,0.3499999999999999,0.455,0.47,0.46499999999999997,0.43,0.16166666666666665
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.22,0.35,0.45499999999999996,0.47,0.44,0.44,0.155
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.22,0.35,0.45499999999999996,0.47,0.44,0.43,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.44,0.22,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought V1', 'original')",0.22,0.35,0.45499999999999996,0.47,0.44,0.48,0.155
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.44,0.35,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought V2')",0.22,0.35,0.45499999999999996,0.47,0.4,0.0,0.16999999999999998
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.22,0.35,0.45499999999999996,0.47,0.4,0.44,0.155
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.22,0.35,0.45499999999999996,0.47,0.4,0.43,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.4,0.22,0.16999999999999998
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'original')",0.22,0.35,0.45499999999999996,0.47,0.4,0.48,0.155
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.4,0.35,0.16999999999999998
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1')",0.22,0.35,0.45499999999999996,0.47,0.41,0.0,0.165
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.22,0.35,0.45499999999999996,0.47,0.41,0.44,0.155
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.22,0.35,0.45499999999999996,0.47,0.41,0.43,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.41,0.22,0.165
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.22,0.35,0.45499999999999996,0.47,0.41,0.48,0.155
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.41,0.35,0.165
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2')",0.22,0.35,0.45499999999999996,0.47,0.38,0.0,0.165
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.22,0.35,0.45499999999999996,0.47,0.38,0.44,0.155
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.22,0.35,0.45499999999999996,0.47,0.38,0.43,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.38,0.22,0.165
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.22,0.35,0.45499999999999996,0.47,0.38,0.48,0.155
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.38,0.35,0.165
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.49,0.22,0.16999999999999998
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'original')",0.22,0.3499999999999999,0.455,0.47,0.49,0.48,0.15833333333333333
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'original', 'Empty Thought')",0.22,0.35,0.45499999999999996,0.47,0.49,0.44,0.155
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1')",0.22,0.35,0.45499999999999996,0.47,0.49,0.43,0.155
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.49,0.22,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'original', 'original')",0.22,0.35,0.45499999999999996,0.47,0.49,0.48,0.15
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.49,0.35,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.47,0.49,0.35,0.16999999999999998
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'openai_gpt-oss-20bComplete Thought Transfer', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.45499999999999996,0.0,0.0,0.35,0.185
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original')",0.22000000000000003,0.27199999999999996,0.19,0.47,0.49,0.48000000000000004,0.20736842105263156
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Empty Thought')",0.22,0.2922222222222222,0.20888888888888887,0.47,0.47400000000000003,0.44000000000000006,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Empty Thought', 'Empty Thought')",0.22,0.30666666666666664,0.22,0.47,0.45,0.44,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.22,0.30666666666666664,0.22,0.47,0.45,0.43,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.30666666666666664,0.22,0.47,0.45,0.22,0.2
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Empty Thought', 'original')",0.22,0.30666666666666664,0.22,0.47,0.45,0.48,0.175
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.30666666666666664,0.22,0.47,0.45,0.35,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1')",0.22000000000000003,0.298,0.21000000000000002,0.46399999999999997,0.47000000000000003,0.43,0.19333333333333333
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.22000000000000003,0.32399999999999995,0.22000000000000003,0.446,0.442,0.44000000000000006,0.18000000000000002
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.22,0.35,0.22,0.41,0.45,0.44,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.22,0.35,0.22,0.41,0.45,0.43,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.22,0.41,0.45,0.22,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.22,0.35,0.22,0.41,0.45,0.48,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.22,0.41,0.45,0.35,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.22000000000000003,0.32399999999999995,0.22000000000000003,0.446,0.44000000000000006,0.43,0.19833333333333333
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.22,0.35,0.22,0.41,0.44,0.44,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.22,0.35,0.22,0.41,0.44,0.43,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.22,0.41,0.44,0.22,0.2
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.22,0.35,0.22,0.41,0.44,0.48,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.22,0.41,0.44,0.35,0.2
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.22,0.35,0.22,0.41,0.4,0.0,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.22,0.35,0.22,0.41,0.4,0.44,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.22,0.35,0.22,0.41,0.4,0.43,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.22,0.41,0.4,0.22,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.22,0.35,0.22,0.41,0.4,0.48,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.22,0.41,0.4,0.35,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.22,0.35,0.22,0.41,0.41,0.0,0.21
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.22,0.35,0.22,0.41,0.41,0.44,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.22,0.35,0.22,0.41,0.41,0.43,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.22,0.41,0.41,0.22,0.21
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.22,0.35,0.22,0.41,0.41,0.48,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.22,0.41,0.41,0.35,0.21
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.22,0.35,0.22,0.41,0.38,0.0,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.22,0.35,0.22,0.41,0.38,0.44,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.22,0.35,0.22,0.41,0.38,0.43,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.22,0.41,0.38,0.22,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.22,0.35,0.22,0.41,0.38,0.48,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.22,0.41,0.38,0.35,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.3175,0.22,0.45499999999999996,0.44,0.22000000000000003,0.21400000000000002
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'original')",0.22000000000000003,0.32399999999999995,0.22000000000000003,0.446,0.45,0.48,0.16833333333333333
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.22,0.35,0.22,0.41,0.49,0.44,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.22,0.35,0.22,0.41,0.49,0.43,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.22,0.41,0.49,0.22,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'original', 'original')",0.22,0.35,0.22,0.41,0.49,0.48,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.22,0.41,0.49,0.35,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.3175,0.22,0.45499999999999996,0.44,0.35,0.202
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V2')",0.22,0.30666666666666664,0.22,0.47,0.4,0.0,0.2125
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.22,0.30666666666666664,0.22,0.47,0.4,0.44,0.1725
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.22,0.30666666666666664,0.22,0.47,0.4,0.43,0.1875
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.30666666666666664,0.22,0.47,0.4,0.22,0.2125
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V2', 'original')",0.22,0.30666666666666664,0.22,0.47,0.4,0.48,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.30666666666666664,0.22,0.47,0.4,0.35,0.1975
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought Without Answer V1')",0.22,0.30666666666666664,0.22,0.47,0.41,0.0,0.225
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.22,0.30666666666666664,0.22,0.47,0.41,0.44,0.1825
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.22,0.30666666666666664,0.22,0.47,0.41,0.43,0.2
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.30666666666666664,0.22,0.47,0.41,0.22,0.225
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.22,0.30666666666666664,0.22,0.47,0.41,0.48,0.1675
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.30666666666666664,0.22,0.47,0.41,0.35,0.21000000000000002
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought Without Answer V2')",0.22,0.30666666666666664,0.22,0.47,0.38,0.0,0.20249999999999999
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.22,0.30666666666666664,0.22,0.47,0.38,0.44,0.1725
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.22,0.30666666666666664,0.22,0.47,0.38,0.43,0.1875
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.30666666666666664,0.22,0.47,0.38,0.22,0.20249999999999999
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.22,0.30666666666666664,0.22,0.47,0.38,0.48,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.30666666666666664,0.22,0.47,0.38,0.35,0.1875
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.285,0.20333333333333334,0.47,0.49,0.22000000000000003,0.23900000000000002
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original')",0.22000000000000003,0.298,0.21000000000000002,0.4699999999999999,0.49000000000000005,0.48,0.17666666666666667
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Empty Thought')",0.22000000000000003,0.32399999999999995,0.22000000000000003,0.4699999999999999,0.48200000000000004,0.44000000000000006,0.17500000000000002
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Empty Thought', 'Empty Thought')",0.22,0.35,0.22,0.47,0.45,0.44,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.22,0.35,0.22,0.47,0.45,0.43,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.22,0.47,0.45,0.22,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Empty Thought', 'original')",0.22,0.35,0.22,0.47,0.45,0.48,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.22,0.47,0.45,0.35,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought V1')",0.22000000000000003,0.32399999999999995,0.22000000000000003,0.4699999999999999,0.48,0.43,0.17666666666666667
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.22,0.35,0.22,0.47,0.44,0.44,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.22,0.35,0.22,0.47,0.44,0.43,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.22,0.47,0.44,0.22,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought V1', 'original')",0.22,0.35,0.22,0.47,0.44,0.48,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.22,0.47,0.44,0.35,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought V2')",0.22,0.35,0.22,0.47,0.4,0.0,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.22,0.35,0.22,0.47,0.4,0.44,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.22,0.35,0.22,0.47,0.4,0.43,0.17
