original_row,original_col,group,model,criterion,value
9,"blue-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,5.0
9,"blue-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,5.0
9,"blue-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,4.0
9,"blue-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,4.0
10,"blue-model-668 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,4.0
10,"blue-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,5.0
10,"blue-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,3.0
10,"blue-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,4.0
10,"blue-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,2.0
11,"blue-model-668 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,4.0
11,"blue-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,3.0
11,"blue-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,5.0
11,"blue-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,4.0
11,"blue-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,3.0
12,"blue-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,5.0
12,"blue-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,5.0
12,"blue-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,5.0
12,"blue-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,5.0
12,"blue-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,3.0
13,"blue-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,5.0
13,"blue-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,4.0
13,"blue-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,3.0
13,"blue-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,4.0
13,"blue-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",blue-model_Ease_of_Following,blue-model,Ease of Following,3.0
0,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
0,"blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
0,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
0,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
0,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
1,"blue-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
1,"blue-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
1,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
1,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
1,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
2,"blue-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
2,"blue-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
2,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
2,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
2,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,2.0
3,"blue-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
3,"blue-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
3,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
3,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,2.0
3,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
4,"blue-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
4,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
4,"blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
4,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
4,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
5,"blue-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
5,"blue-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
5,"blue-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
5,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
5,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
6,"blue-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
6,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
6,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
6,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
6,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,2.0
7,"blue-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
7,"blue-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
7,"blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
7,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
7,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
8,"blue-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
8,"blue-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
8,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
8,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
8,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
9,"blue-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
9,"blue-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
9,"blue-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
9,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
9,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
10,"blue-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
10,"blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
10,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
10,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
10,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,2.0
11,"blue-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
11,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
11,"blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
11,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
11,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
12,"blue-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
12,"blue-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
12,"blue-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
12,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
12,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
13,"blue-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0
13,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
13,"blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
13,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0
13,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0
0,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
0,"green-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
0,"green-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
0,"green-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
0,"green-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
1,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
1,"green-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
1,"green-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,3.0
1,"green-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
1,"green-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
2,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
2,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
2,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
2,"green-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
2,"green-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
3,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,3.0
3,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
3,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
3,"green-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,2.0
3,"green-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,2.0
4,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
4,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
4,"green-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
4,"green-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
4,"green-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
5,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
5,"green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
5,"green-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
5,"green-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
5,"green-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
6,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
6,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
6,"green-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
6,"green-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
6,"green-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
7,"green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
7,"green-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
7,"green-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
7,"green-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
7,"green-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
8,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
8,"green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
8,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
8,"green-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
8,"green-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
9,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
9,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
9,"green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
9,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
9,"green-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
10,"green-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
10,"green-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
10,"green-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
10,"green-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
10,"green-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,2.0
11,"green-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
11,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
11,"green-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
11,"green-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
11,"green-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
12,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
12,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
12,"green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
12,"green-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
12,"green-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0
13,"green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,3.0
13,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
13,"green-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0
13,"green-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,3.0
0,"green-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
0,"green-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
0,"green-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
0,"green-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
0,"green-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
