subset_settings,Consistency Rate
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.235
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.225
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.20500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.245
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.21500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.245
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.22499999999999998
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.20500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.235
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.21500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.235
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.225
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.20500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original')",0.24833333333333332
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.235
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.135
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'original')",0.215
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.2
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.21
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2')",0.255
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'Empty Thought')",0.22999999999999998
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.255
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15000000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'original')",0.24
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.215
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1')",0.27
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.22999999999999998
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.27
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15000000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'original')",0.245
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.215
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2')",0.255
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.22999999999999998
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.255
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15000000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'original')",0.24
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.215
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16375
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original')",0.2658333333333333
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought')",0.22999999999999998
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'Empty Thought')",0.215
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.23
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.135
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'original')",0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.20500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1')",0.25333333333333335
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.22999999999999998
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.255
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'original')",0.235
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.20500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2')",0.24
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.24
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'original')",0.225
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.20500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1')",0.24
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.21500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.24
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.20500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V2')",0.24
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.24
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.225
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.20500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'original')",0.23166666666666666
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'original', 'Empty Thought')",0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'original', 'Ensembled Thought V1')",0.235
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.13
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'original', 'original')",0.215
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.2
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.20750000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.23500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17285714285714285
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought')",0.10250000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Ensembled Thought V1')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1')",0.10833333333333334
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought')",0.10166666666666667
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.10666666666666667
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.1075
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'original')",0.09999999999999999
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'original', 'original')",0.095
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.095
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V2')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V2', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V2', 'original')",0.1
