subset_settings,BytedTsinghua-SIA/DAPO-Qwen-32B,Qwen/QwQ-32B,open-thoughts/OpenThinker-7B,openai/gpt-oss-20b-high,openai/gpt-oss-20b-low,openai/gpt-oss-20b-medium
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.48,0.22,0.33,0.41,0.45,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.45,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.48,0.22,0.33,0.41,0.45,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.45,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.48,0.22,0.33,0.41,0.44,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.48,0.22,0.33,0.41,0.44,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.48,0.22,0.33,0.41,0.44,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.44,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.48,0.22,0.33,0.41,0.44,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.44,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.48,0.22,0.33,0.41,0.4,0.0
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.48,0.22,0.33,0.41,0.4,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.48,0.22,0.33,0.41,0.4,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.4,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.48,0.22,0.33,0.41,0.4,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.4,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.48,0.22,0.33,0.41,0.41,0.0
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.48,0.22,0.33,0.41,0.41,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.48,0.22,0.33,0.41,0.41,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.41,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.48,0.22,0.33,0.41,0.41,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.41,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.48,0.22,0.33,0.41,0.38,0.0
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.48,0.22,0.33,0.41,0.38,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.48,0.22,0.33,0.41,0.38,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.38,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.48,0.22,0.33,0.41,0.38,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.38,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.44,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original')",0.48,0.22,0.33,0.41,0.46499999999999997,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.48,0.22,0.33,0.41,0.49,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.48,0.22,0.33,0.41,0.49,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.49,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'original')",0.48,0.22,0.33,0.41,0.49,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.49,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.41,0.44,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2')",0.48,0.22,0.33,0.0,0.4,0.0
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'Empty Thought')",0.48,0.22,0.33,0.0,0.4,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.48,0.22,0.33,0.0,0.4,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.0,0.4,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'original')",0.48,0.22,0.33,0.0,0.4,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.0,0.4,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1')",0.48,0.22,0.33,0.0,0.41,0.0
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.48,0.22,0.33,0.0,0.41,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.48,0.22,0.33,0.0,0.41,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.0,0.41,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'original')",0.48,0.22,0.33,0.0,0.41,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.0,0.41,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2')",0.48,0.22,0.33,0.0,0.38,0.0
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.48,0.22,0.33,0.0,0.38,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.48,0.22,0.33,0.0,0.38,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.0,0.38,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'original')",0.48,0.22,0.33,0.0,0.38,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.0,0.38,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.30666666666666664,0.19000000000000003,0.0,0.38000000000000006,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original')",0.48,0.27199999999999996,0.246,0.47,0.4075,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought')",0.48,0.22,0.33,0.47,0.47,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'Empty Thought')",0.48,0.22,0.33,0.47,0.45,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.48,0.22,0.33,0.47,0.45,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.45,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'original')",0.48,0.22,0.33,0.47,0.45,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.45,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1')",0.48,0.22,0.33,0.47,0.46499999999999997,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.48,0.22,0.33,0.47,0.44,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.48,0.22,0.33,0.47,0.44,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.44,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'original')",0.48,0.22,0.33,0.47,0.44,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.44,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2')",0.48,0.22,0.33,0.47,0.4,0.0
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.48,0.22,0.33,0.47,0.4,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.48,0.22,0.33,0.47,0.4,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.4,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'original')",0.48,0.22,0.33,0.47,0.4,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.4,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1')",0.48,0.22,0.33,0.47,0.41,0.0
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.48,0.22,0.33,0.47,0.41,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.48,0.22,0.33,0.47,0.41,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.41,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.48,0.22,0.33,0.47,0.41,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.41,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V2')",0.48,0.22,0.33,0.47,0.38,0.0
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.48,0.22,0.33,0.47,0.38,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.48,0.22,0.33,0.47,0.38,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.38,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.48,0.22,0.33,0.47,0.38,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.38,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.49,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'original')",0.48,0.22,0.33,0.47,0.49,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'original', 'Empty Thought')",0.48,0.22,0.33,0.47,0.49,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'original', 'Ensembled Thought V1')",0.48,0.22,0.33,0.47,0.49,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.49,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'original', 'original')",0.48,0.22,0.33,0.47,0.49,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.49,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.33,0.47,0.49,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.30666666666666664,0.19000000000000003,0.0,0.38000000000000006,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.30666666666666664,0.12,0.0,0.0,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought')",0.48,0.22,0.12,0.0,0.45,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought')",0.48,0.22,0.12,0.0,0.45,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Ensembled Thought V1')",0.48,0.22,0.12,0.0,0.45,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.12,0.0,0.45,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'original')",0.48,0.22,0.12,0.0,0.45,0.48
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.48,0.22,0.12,0.0,0.45,0.35
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1')",0.48,0.22,0.12,0.41,0.44,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought')",0.48,0.22,0.12,0.41,0.445,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.48,0.22,0.12,0.41,0.45,0.44
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.48,0.22,0.12,0.41,0.45,0.43
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.48,0.22,0.12,0.41,0.45,0.22
"('openai_gpt-oss-20bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.48,0.22,0.12,0.41,0.45,0.48
